,Date Created,Number of Likes,Source of Tweet,Tweets
467,2022-11-20 15:03:06+00:00,10,Twitter for iPhone,"got dressed, proof: https://t.co/gW0QoPrqri"
468,2022-11-20 14:55:30+00:00,7,Twitter for iPhone,out of bed!
469,2022-11-20 14:54:16+00:00,1,Twitter for iPhone,@uberwensch_ i made this with a ruler and compass a while back and almost got a tattoo of it but chickened out 😅 https://t.co/lp0NhVb1vl
470,2022-11-20 14:45:47+00:00,87,Twitter for iPhone,"i can’t get myself outta bed; for every like this tweet gets, i will do a thing and say what it was below"
471,2022-11-20 14:37:21+00:00,1,Twitter for iPhone,@nascentwisp yeeeup :)
472,2022-11-20 04:39:59+00:00,1,Twitter for iPhone,@uberwensch_ me brain be too sad for wordin
473,2022-11-20 04:37:52+00:00,2,Twitter for iPhone,@enlightenedcoop massive career switch 😅
474,2022-11-20 03:11:08+00:00,1,Twitter for iPhone,@birdpathy translation: i can’t forget it
475,2022-11-20 03:09:08+00:00,1,Twitter for iPhone,@birdpathy nōn possum oblīta esse 😅
476,2022-11-20 03:02:31+00:00,2,Twitter for iPhone,"@mimi10v3 @meteor_cultist vōx populī, pshh dī bonī"
477,2022-11-20 03:01:27+00:00,2,Twitter for iPhone,@mimi10v3 @meteor_cultist i just feel violated that elon was using latin
478,2022-11-20 02:55:36+00:00,3,Twitter for iPhone,"@DesidErratum combat does kinda suck when ur a necromancer. i mean evard’s black tentacles is visually satisfying sure, as is that hissing sound as the earth exposes its foul innards. but it’s a weak spell, man, and the paladin will always throw u under the bus"
479,2022-11-20 02:52:03+00:00,1,Twitter for iPhone,"@responsiblparty @gracemercur i used to be the high priestess of a cul-, i mean religion called The Church of the Spherical Harmonic; it involved lots of math"
480,2022-11-20 02:49:24+00:00,1,Twitter for iPhone,"@uberwensch_ yeah being angry doesn’t work too well either, which used to piss me off, just like how being sad not helping made me sad"
481,2022-11-20 02:46:26+00:00,1,Twitter for iPhone,@uneventual for some strange reason my phone keeps suggesting latin words
482,2022-11-20 01:10:11+00:00,2,Twitter Web App,"@codydroux *re people in the future: well not beyond the effects of climate change, anyway"
483,2022-11-20 01:06:09+00:00,4,Twitter Web App,"@codydroux 3/ Do you know how much I gave to charities before I bumped into EA? Zilch. I was very much concerned with rationality and improving peoples' ability to think rationally, but I hadn't considered the ideas behind GiveWell, 80,000 hrs, or the well-being of people in the future."
484,2022-11-20 00:59:04+00:00,1,Twitter Web App,"@utilitarianlove @JMannhart @EzraJNewman @AnAndalusianRat and i luv the fitted v-neck t-shirt, thanks!"
485,2022-11-20 00:56:46+00:00,4,Twitter Web App,"@codydroux 2/ And if they just deflected all criticism or weren't self-reflective, that'd also be a problem. But it doesn't look like that to me. It still just looks to me like a bunch of imperfect humans trying, and doing better than many other groups I've seen in spite of all this."
486,2022-11-20 00:55:29+00:00,8,Twitter Web App,"@codydroux 1/ I thought about that. As far as I can tell, this community wants the same thing I do: To do good in the world as effecively as possible. If it ever started to look like that is not what they want, then I'd sadly have to reconsider calling myself an EA."
487,2022-11-20 00:25:57+00:00,0,Twitter Web App,i don't claim to be able to do all this. all i can say is that i think about it a lot and prolly do better than i otherwise would have
488,2022-11-20 00:18:23+00:00,8,Twitter Web App,"after 10 years, i'm still struck by just how hard teaching is: u have to be clear, in many different ways, be inclusive, be engaging in ways that speak to every identity, be vulnerable, and do everything in word and deed to make the class be safe for ppl to say what they think"
489,2022-11-19 23:58:43+00:00,5,Twitter Web App,"@allgarbled yes every day, and also about how the writers are possibly the worst of all time"
490,2022-11-19 23:44:55+00:00,2,Twitter Web App,"meetings should have facilitators who don't have any particular axe to grind. e.g., they can make sure no one hogs the floor and that minoritized viewpoints are heard. if they are also systems practitioners they can use models to synthesize views into an actionable whole"
491,2022-11-19 23:37:21+00:00,1,Twitter Web App,@austinc3301 and i do write stuff about decision making in latin: https://t.co/EjtrUHOmTZ
492,2022-11-19 23:34:58+00:00,1,Twitter Web App,"@austinc3301 do you mean decision making in latin? i mean that is what i originally learned it to help myself do, but that *is* niche ha"
493,2022-11-19 23:14:59+00:00,1,Twitter Web App,"@sergia_ch i agree. i recommend this book a lot (it's still hard because not everyone will agree to play by these kinds of rules, but it makes clear what kinds of rules to shoot for)
https://t.co/H7259zORAb"
494,2022-11-19 23:10:55+00:00,1,Twitter Web App,@sergia_ch oh yes right! i def wouldn't recommend the silent treatment or not taking people srsly irl. i was imagining this to be someone online with whom u might choose to engage or not. and the humor is there to diffuse the situation or open up the line for earnest engagement
495,2022-11-19 23:05:44+00:00,2,Twitter Web App,"@sergia_ch that's difficult, but as far as i can tell u have three options in such a case: don't engage, reach for non-aggressive humor, earnest engagement"
496,2022-11-19 22:44:25+00:00,1,Twitter Web App,"@amphetamarina oh wow, this is different... neato!"
497,2022-11-19 22:31:46+00:00,1,Twitter Web App,"@amphetamarina no i haven't seen this before, thanks!!"
498,2022-11-19 22:27:45+00:00,1,Twitter Web App,"decision making can be seen as being at the center of its own venn diagram: economics, psychology, philosophy"
499,2022-11-19 22:20:45+00:00,3,Twitter Web App,"and i've worked with regularization, principal component analysis, etc, before as well. the only thing that's been totally new so far has been SQL and this stuff having to do with neural nets, so gotta hit those areas hard"
500,2022-11-19 22:17:46+00:00,5,Twitter Web App,"i was worried about how much i would need to learn to bring up the data science end of my skillset, but i have hope: already know lots of stats/probability theory, used matplotlib for years to process simulator output, used R before to do Bayesian statistical analysis"
501,2022-11-19 22:06:49+00:00,4,Twitter for iPhone,i’ve been coding and writing all day and it’s been wonderful ❤️
502,2022-11-19 22:01:48+00:00,2,Twitter for iPhone,hey this is good! decision scientist = data scientist whose substantive expertise is decision making https://t.co/S06Bd7av9X
503,2022-11-19 21:56:06+00:00,6,Twitter for iPhone,this came today yay! https://t.co/z4EFg1SHkv
504,2022-11-19 21:52:11+00:00,1,Twitter Web App,SQL thread cleaned up and w/a bit more explanation: https://t.co/mSBHnex7bJ
505,2022-11-19 21:49:26+00:00,0,Twitter Web App,@cosmicfibretion Thank u for saying so 🙏
506,2022-11-19 21:46:18+00:00,1,Twitter Web App,"@Landstadtjunge Yes! I used it once to write a journal article. It started off as a bunch of notes in obsidian, written entirely in Latin 😅

And I'm currently debating whether Joplin or Obsidian might be best for cataloging problem solutions..."
507,2022-11-19 21:35:17+00:00,3,Twitter Web App,i luv make and makefiles; that is all
508,2022-11-19 21:26:35+00:00,6,Twitter Web App,"considering offering services not just as decision support but also tutoring in decision making. and in latin, too, because why not?"
509,2022-11-19 19:21:47+00:00,2,Twitter Web App,@EzraJNewman prolly because i categorize everything ha
510,2022-11-19 19:20:10+00:00,2,Twitter Web App,@EzraJNewman i categorize rudeness; i'm funny that way
511,2022-11-19 19:10:23+00:00,2,Twitter Web App,"9/ We can see from the output that games from the categories of Action, Action-Adventure, and Shooters sold the best. So if we want to know what kinds of games we could count on most to bring reliable cash flow, these would be the ones, at least in North America."
512,2022-11-19 19:10:22+00:00,2,Twitter Web App,"8/ To run this script in sql, we can do a ""cat"" from the bash shell and pipe the output into sqlite3 like so: https://t.co/uiBmhI1fq7"
513,2022-11-19 19:10:21+00:00,2,Twitter Web App,7/ That's going to require a case command and is complicated enough to write an sql script in a separate file. So we can fire up vim (or emacs) and type this in (saved afterward as salesQuery.sql): https://t.co/WzzuOYE5Kd
514,2022-11-19 19:10:20+00:00,2,Twitter Web App,"6/ For that we can ask SQL to output a new column called ""Sales Category"", which will say ""Low Seller"" if less than 2 (of whatever units are being used) were sold ""Medium Seller"" if between 2 and 4 were sold, and ""High Seller"" if more than 4 were sold."
515,2022-11-19 19:10:19+00:00,2,Twitter Web App,"5/ If we only wanted to see, e.g., the Game, Genre, and ""North America"" columns, we would have typed ""select Game, Genre, ""North America"" from gameSales"", etc. Now suppose we want to see which games sold best in North America."
516,2022-11-19 19:10:19+00:00,2,Twitter Web App,"4/ The ""select *"" part tells SQL to extract data from all of the columns, but the ""limit 5"" part tells sql to show only the first 5 rows. We can see that there's data on the game title, year, genre, and publisher as well as how much was sold in different parts of the world."
517,2022-11-19 19:10:18+00:00,2,Twitter Web App,3/ Then to get a first look at the data we can do this: https://t.co/Y7Z7OuDJha
518,2022-11-19 19:10:18+00:00,2,Twitter Web App,"2/ The "".mode csv"" command tells SQL that we want to read a csv file; "".headers on"" says that, when the table info is displayed, we want to see the column labels; the last command imports the file as a table called gameSales"
519,2022-11-19 19:10:17+00:00,3,Twitter Web App,1/ Okay so we've got a csv file about PS4 game sales; to look at it in sqlite we can do this: https://t.co/16IFauzVpc
520,2022-11-19 18:31:47+00:00,1,Twitter Web App,@joe_zimmerman https://t.co/DsSgt9N3p7
521,2022-11-19 17:00:27+00:00,1,Twitter Web App,do y'all have a fav way that u like to save problems that come up together w/solutions u found for them for easy retrieval later?
522,2022-11-19 16:58:02+00:00,4,Twitter Web App,"i opened up a csv file (PS4_GamesSales.csv) and it was full of ^M instead of unix-style carriage returns (boo); fixed it with this:

 dos2unix -c mac PS4_GamesSales.csv"
523,2022-11-19 16:33:24+00:00,3,Twitter Web App,"@panchromaticity @hi_frye i'd rather not ever have to drive... it's like ""let's play a super boring game where if u mess up u or someone else dies"""
524,2022-11-19 16:30:44+00:00,2,Twitter Web App,@panchromaticity @hi_frye me neither. stick tho i'm good
525,2022-11-19 15:33:12+00:00,1,Twitter for iPhone,i’d like to see threads about
526,2022-11-19 15:21:00+00:00,1,Twitter for iPhone,"my emerging modus operandi w/SQL seems to be calling it from the command line and piping the query results into linux utils, because i’m not too bad w/the command line fu"
527,2022-11-19 14:01:44+00:00,15,Twitter for iPhone,"some grades of decency in disagreeing with a post, in roughly decreasing order 

(1) ask clarifying questions 1st
(2) disagree but kindly
(3) disagree w/neutral wording
(4) snide comment 
(5) same as (4) but w/QT

if u are tempted to do (4) or (5) w/me plz unfollow/mute"
528,2022-11-19 03:42:45+00:00,0,Twitter for iPhone,@baesrule1 as a corpse myself i find this somewhat implausible
529,2022-11-19 03:18:41+00:00,6,Twitter for iPhone,i know a guy who knows a guy
530,2022-11-19 01:40:18+00:00,2,Twitter for iPhone,some day ❤️🔥 https://t.co/3YhnwHnx5T
531,2022-11-19 01:33:54+00:00,4,Twitter for iPhone,@JMannhart @EzraJNewman @AnAndalusianRat effective artillery
532,2022-11-19 01:15:02+00:00,2,Twitter Web App,@AnAndalusianRat @EzraJNewman And I want an EA tank top.
533,2022-11-19 01:07:57+00:00,1,Twitter Web App,@KolotaTyler TweetedIn
534,2022-11-19 01:06:16+00:00,3,Twitter Web App,@absurdlymax if i start tweeting nonsense it's just the me being me
535,2022-11-18 23:44:29+00:00,4,Twitter Web App,i need a makefile that will recompile my life whenever i change anything
536,2022-11-18 23:41:20+00:00,1,Twitter Web App,the frobenius method was made to torture undergrads
537,2022-11-18 23:39:37+00:00,2,Twitter Web App,"i'm on my bullshit again, solving the schrödinger equation for the hydrogen atom"
538,2022-11-18 23:12:36+00:00,2,Twitter Web App,https://t.co/DezsCOBt9K
539,2022-11-18 23:06:14+00:00,17,Twitter Web App,"u know we could all just go over to linkedin and make it *be* twitter. there's enough of us to pull it off, like a street gang crashing a cocktail mixer"
540,2022-11-18 22:55:51+00:00,2,Twitter Web App,@absurdlymax yaaas
541,2022-11-18 22:53:09+00:00,1,Twitter Web App,"@sergia_ch it's def important to put the numbers in and do just want ur saying! it's just that I like to also do all the algebra before that, because then i can check the resulting formula itself (e.g., if the speed goes up, does the avg force do what we expect?) and its dimensions."
542,2022-11-18 22:32:37+00:00,7,Twitter Web App,i've been informed that i need to work extra hard overtime tweeting bangers and that i won't be receiving any pay for it. yeah ok fine i'll do it but for humanity :|
543,2022-11-18 22:21:42+00:00,0,Twitter Web App,"@gmamoon888 i've made up so many problems it's amazing. most of them have to do with things like stopping the moon in orbit w/the power of my mind, letting it fall to earth, and calculating how many nukes that's worth"
544,2022-11-18 22:16:56+00:00,1,Twitter Web App,@cdr 👉sports convo used for brain imaging💡
545,2022-11-18 22:14:35+00:00,1,Twitter Web App,@cdr interesting! my brain is also transparent to any kind of explanation centered around sports
546,2022-11-18 22:09:04+00:00,1,Twitter Web App,@uberwensch_ @plt_amy damn being trapped with the twitter concentrate would be pretty based
547,2022-11-18 22:07:21+00:00,1,Twitter Web App,@uneventual fortunately i'm so bad at multitasking that i can't keep my eye on the ball and worry about doing something dumb at the same time
548,2022-11-18 22:05:04+00:00,0,Twitter Web App,@JMannhart @mealreplacer @JoDuyvestyn i know a girl who not only is down with that rationalist jive but also speaks latin and knows how to linux. she lives on a different continent tho dammit
549,2022-11-18 22:02:30+00:00,3,Twitter Web App,@OneEyedAlpaca the greatest hits of mel tormé
550,2022-11-18 21:59:04+00:00,2,Twitter Web App,@absurdlymax @dalythedarkbulb oops wrong account
551,2022-11-18 21:58:48+00:00,2,Twitter Web App,@absurdlymax @dalythedarkbulb I don't know what you're talking about.
552,2022-11-18 21:57:01+00:00,2,Twitter Web App,"@uneventual i live far away from the realms of man, in a place whose name is but a whispering on the wind: jeeeeersey"
553,2022-11-18 21:48:06+00:00,1,Twitter for iPhone,oh gods i need to be translated into hexadecimal and loved
554,2022-11-18 21:45:53+00:00,2,Twitter for iPhone,"@absurdlymax @InvisibIeyeball i once dated a triangle but kept injuring myself on her pointy parts. oh wait, that was me; i’m still with her"
555,2022-11-18 21:34:20+00:00,0,Twitter Web App,my world is shattered 😅
556,2022-11-18 21:03:42+00:00,3,Twitter Web App,@nascentwisp all i know is that any time i've ever tried to force anything it slips out of my hands and pokes me in the eyeball :O
557,2022-11-18 21:02:00+00:00,5,Twitter Web App,"pressing all the buttons over at mastodon, like a cat going around checking the joint out"
558,2022-11-18 20:21:19+00:00,0,Twitter for iPhone,@DeltaTeePrime didn’t know that was a thing but now i do :)
559,2022-11-18 18:55:38+00:00,3,Twitter Web App,@xlr8harder sounds reasonable
560,2022-11-18 18:40:30+00:00,0,Twitter Web App,@codydroux that's a damn good idea
561,2022-11-18 18:39:56+00:00,1,Twitter Web App,"@absurdlymax yes, it happened in the course of bat-queen-ice-manning"
562,2022-11-18 18:35:09+00:00,1,Twitter Web App,@absurdlymax my digestive tract understands
563,2022-11-18 18:31:24+00:00,1,Twitter Web App,"@absurdlymax as it happens, i have that flavor; gonna go for it"
564,2022-11-18 18:29:45+00:00,17,Twitter Web App,i wonder what flavor of huel distracts from pain the most
565,2022-11-18 18:22:26+00:00,0,Twitter Web App,ouch.
566,2022-11-18 18:21:26+00:00,0,Twitter Web App,"ouch. ouch.

ouch."
567,2022-11-18 18:20:34+00:00,1,Twitter Web App,@jingle__belle @elonmusk i'd run a topic analysis on these 100K+ answers ha
568,2022-11-18 18:17:56+00:00,0,Twitter Web App,i somehow managed to cut two fingers simultaneously wtfarg
569,2022-11-18 18:13:08+00:00,0,Twitter Web App,must... remain... conscious... long enough... to complain... on twitter
570,2022-11-18 18:09:52+00:00,0,Twitter Web App,like srsly blood :-O
571,2022-11-18 18:09:16+00:00,5,Twitter Web App,omg i've grievously papercut myself help
572,2022-11-18 18:07:03+00:00,2,Twitter Web App,@mealreplacer i'm biased because latin
573,2022-11-18 18:03:50+00:00,2,Twitter Web App,some of u may be wondering how a person can be both an ice queen and batman at the same time: don't ask me i don't make the rules
574,2022-11-18 18:01:51+00:00,1,Twitter Web App,also i'm batman :|
575,2022-11-18 18:01:20+00:00,3,Twitter Web App,like sometimes i wonder if ppl srsly don't understand that bright lights hurt some of us
576,2022-11-18 18:00:21+00:00,2,Twitter Web App,i'm super sensitive to bright lights; so to a world filled with white screens and fluorescent lights i say why god why
577,2022-11-18 17:58:19+00:00,3,Twitter Web App,@strangestloop it could be a conspiratorial wink but if i really like u it could be flirting
578,2022-11-18 17:57:09+00:00,1,Twitter Web App,@KolotaTyler i strongly suspect that i would love the work; i'll start pushing projects to github (and writing about them) within the next few weeks :)
579,2022-11-18 17:34:37+00:00,1,Twitter Web App,"@CharlieLD i mean after many many status updates someone told me to ""get a twitter"" and that's how i ended up here :|"
580,2022-11-18 17:32:13+00:00,1,Twitter Web App,@absurdlymax @PradyuPrasad i am an ice queen
581,2022-11-18 17:28:09+00:00,4,Twitter Web App,if i didn't care about ant suffering i'd go burn ants with my intense rays of weirdness to let off weird-steam right now
582,2022-11-18 17:09:10+00:00,1,Twitter Web App,"me to my students: ""no self-respecting physicist would ever put the numbers in first before doing the algebra""

that's true, right?"
583,2022-11-18 16:37:29+00:00,26,Twitter Web App,@bbcapybara none of that fake analysis around here. we only do big-kid analysis
584,2022-11-18 16:36:04+00:00,3,Twitter Web App,okay did it; now i need to write *another* really good sentence. more pacing
585,2022-11-18 16:30:48+00:00,5,Twitter Web App,i need to write a really good sentence for a letter right now. not sure how to prepare for this. maybe pace back and forth a bit
586,2022-11-18 16:07:47+00:00,9,Twitter Web App,"if i had a family, it'd be the strangest one ever: alright kids finish ur huel; then we'll code on the couch, check our social media, and work on strategic initiatives"
587,2022-11-18 16:02:55+00:00,2,Twitter Web App,@kurioustiger @allgarbled damn that would mean i like the donald :-O
588,2022-11-18 16:02:18+00:00,1,Twitter Web App,@allgarbled poaster? hadn't heard of that one. hmmmmm
589,2022-11-18 16:00:27+00:00,1,Twitter Web App,"@danielleboccell i guess i'm mainly worried that twitter will turn into the kind of bar i don't like. u know, like where the bartender says ""hey u can't do math in here!"""
590,2022-11-18 15:48:02+00:00,2,Twitter Web App,@danielleboccell hovering in denial over here
591,2022-11-18 15:39:24+00:00,2,Twitter Web App,"can't we just, u know, write our own fargin twitter app?"
592,2022-11-18 15:08:38+00:00,1,Twitter for iPhone,waves of hunger breaking up on the cliff of not wanting to task switch
593,2022-11-18 14:29:23+00:00,6,Twitter for iPhone,it seems mastodon got embarrassed about tooting (as opposed to tweeting) and has gone back to plain old posting
594,2022-11-18 14:26:25+00:00,7,Twitter for iPhone,my brain isn’t transparent enough. can we get some AI peeps on that?
595,2022-11-18 14:21:06+00:00,0,Twitter for iPhone,"@PstafarianPrice i will continue but only as fragments of shadow haunting the outskirts of mastodon, linkedin, and discord"
596,2022-11-18 04:05:51+00:00,7,Twitter for iPhone,"i still kinda doubt the app will go down, but if it does i’ll be super depressed because i luv u guyz"
597,2022-11-18 04:04:07+00:00,9,Twitter for iPhone,"i dunno what’s going on around here; at any rate, i’m on 

discord:
Caela#8460

also mastodon:
@Estimatrix@schelling.pt"
598,2022-11-18 03:49:02+00:00,0,Twitter for iPhone,@NoahTopper it would be a lot of $ and utils in social networks to flush down the toilet…
599,2022-11-18 03:05:38+00:00,0,Twitter for iPad,@DeltaTeePrime thanks 🙏❤️
600,2022-11-18 01:56:01+00:00,9,Twitter for iPhone,"i don’t have experience in industry and that worries me. so far the idea is to overwhelm w/evidence of python, R, SQL, and decision sci badassery. damn i hope it works"
601,2022-11-17 19:43:12+00:00,3,Twitter for iPhone,@allgarbled which industry is taking the hit?
602,2022-11-17 16:34:08+00:00,1,Twitter for iPhone,@xlr8harder i’ll try it for sure: storytelling w/data is going to be important for what i wanna do
603,2022-11-17 01:31:44+00:00,1,Twitter for iPhone,@tenobrus frankly i have no life
604,2022-11-17 00:50:42+00:00,2,Twitter for iPhone,@MagusGenji @emnode i see! thanks for explaining ☺️
605,2022-11-16 23:54:04+00:00,3,Twitter for iPhone,@zetalyrae “Salvation came in the form of algebra” ❤️
606,2022-11-16 23:27:33+00:00,11,Twitter Web App,at some point every day i'm like omg who are u ppl? it's like my timeline connects to another planet where i have a platonic crush on everyone
607,2022-11-16 23:20:51+00:00,1,Twitter Web App,@nascentwisp omg that is based why can't we always talk like that
608,2022-11-16 23:09:14+00:00,1,Twitter Web App,@nascentwisp for u we need the box modal operator for necessity
609,2022-11-16 23:07:02+00:00,3,Twitter Web App,@SoupOfToday mine not only has that but also eject :)
610,2022-11-16 23:04:39+00:00,2,Twitter Web App,@tasshinfogleman i'm kind of opposite: oh u no punch? friends 😍
611,2022-11-16 23:00:47+00:00,0,Twitter Web App,@young_opsimath but i'm a cheapskate so everything must be free. going with spyder + anaconda atm
612,2022-11-16 22:59:32+00:00,1,Twitter Web App,@young_opsimath omg 😍
613,2022-11-16 22:39:24+00:00,1,Twitter Web App,"@young_opsimath okay i can see two advantages of IDEs, but not necessarily Jupyter: there's often this nice debugger where u can step through lines of code, and there's a little window that shows all the variables currently being used along with their values"
614,2022-11-16 22:18:06+00:00,1,Twitter for iPhone,@emnode i’m kinda wondering the same thing. right now it just looks like a fancy cheesecake
615,2022-11-16 22:15:42+00:00,0,Twitter Web App,@NoahTopper i was thinking to just push my working directory to github after every session...
616,2022-11-16 21:54:46+00:00,0,Twitter Web App,usually i have two windows open: one for writing code and the other for running the code
617,2022-11-16 21:53:57+00:00,2,Twitter Web App,i just like simplicity and feel weird programming inside a web browser. i'll do it if there's a good reason but otherwise maybe not
618,2022-11-16 21:52:12+00:00,11,Twitter Web App,"is there some advantage to using jupyter notebook instead of just opening up a terminal and typing ""ipython""?"
619,2022-11-16 20:59:32+00:00,4,Twitter Web App,i like my coffee black; as black as black can get. actually no blacker than that
620,2022-11-16 20:23:03+00:00,7,Twitter Web App,being at mr. rogers levels of agreeableness but still a pain in the ass. it's a tough balance :|
621,2022-11-16 20:21:16+00:00,6,Twitter Web App,"@EzraJNewman @HenriLemoine13 i don't know if it's good to associate ""i don't know"" with ""i'm a coward"" :("
622,2022-11-16 20:18:08+00:00,2,Twitter Web App,"i guess it's a combo of distrusting any grand narratives, hedging bets, the tendency to view thinking approaches as incomplete models, and just congenital don't-tell-me-what-to-do-ness"
623,2022-11-16 20:15:17+00:00,5,Twitter Web App,ideologically pansexual here; can't really help it: i belong to no philosopher. well ok possibly susan haack
624,2022-11-16 20:06:15+00:00,1,Twitter Web App,@EzraJNewman psychological effects are important and are part of my utility calculation. maybe i just suck as a utilitarian but there it is
625,2022-11-16 20:05:27+00:00,1,Twitter Web App,"@EzraJNewman it doesn't seem quite logically equivalent to the trolley problem, but it can prolly be reformulated slightly to make it be. but it's not psychologically equivalent, and basically i won't do a thing if it would destroy me psychologically or turn me into darth vader"
626,2022-11-16 20:02:31+00:00,1,Twitter Web App,"@codydroux maybe i'm just being my usual ideologically unreliable self, but i tend to view the different approaches as models that help me approximate an ideal decision making state that i'd like to be in"
627,2022-11-16 18:07:07+00:00,0,Twitter Web App,@all_tangled i otoh eat cilantro because eating soap is bad
628,2022-11-16 18:02:39+00:00,9,Twitter Web App,"me to self: everything's gonna be alright

little logician in head: probably. for a while

me to logician: ok well u just keep that on file. meanwhile sticking with everything going to be alright"
629,2022-11-16 17:03:19+00:00,0,Twitter for iPhone,https://t.co/BX4UYjpYJR
630,2022-11-16 17:01:34+00:00,32,Twitter for iPhone,authorities: we’ve been following ur online activity and we have a few questions: what is the million dollar offer thing? who is Qualy? what do u know about this “butt cousin”?
631,2022-11-16 16:58:39+00:00,5,Twitter for iPhone,my utility function contains things like “feeling like a monster for the rest of my life” and “acting like a stabby person makes me more of a stabby person”
632,2022-11-16 16:54:39+00:00,8,Twitter for iPhone,going to drown my sorrows in coffee and numpy
633,2022-11-16 16:53:16+00:00,7,Twitter for iPhone,"crazy thought: using utilitarianism all by itself may not be the best idea, even if utilitarianism is correct"
634,2022-11-16 16:49:00+00:00,2,Twitter for iPhone,@typecfemale i’ve been storing this up; i now use it to power my house
635,2022-11-16 16:46:44+00:00,1,Twitter for iPhone,ppl be like: “what? i thought it was the trolley prob”
636,2022-11-16 16:34:36+00:00,2,Twitter for iPhone,@ReneeSolana @MasterTimBlais also pissed about this
637,2022-11-16 16:27:06+00:00,9,Twitter for iPhone,"i dunno how to put this but, u know, murder isn’t cool, man"
638,2022-11-16 16:21:22+00:00,1,Twitter for iPhone,@mimi10v3 that makes sense. if twitter ever goes down i’ll prolly start drooling and fall over
639,2022-11-16 15:56:02+00:00,2,Twitter for iPhone,@mimi10v3 it sounds like motivated reasoning can be partially compensated for by seeking and taking feedback well?
640,2022-11-16 15:46:07+00:00,1,Twitter for iPhone,@tasshinfogleman yes plz
641,2022-11-16 15:45:02+00:00,2,Twitter for iPhone,what’s worse: (1) scrutinizing very rigorously only the evidence u don’t like or (2) taking all evidence at face value w/not much vetting
642,2022-11-16 15:39:51+00:00,2,Twitter for iPhone,@allgarbled i mean for me it would involve being defeated at galaga and somebody coding up something but otherwise yeah totally
643,2022-11-16 14:57:40+00:00,1,Twitter for iPhone,@PRoberts666 ooo i hadn’t seen that one!
644,2022-11-16 14:50:44+00:00,6,Twitter for iPhone,@DistractedAnna tpot https://t.co/eNyEAgEkKF
645,2022-11-16 14:47:11+00:00,2,Twitter for iPhone,@nascentwisp @YogaFanGG i wanna be a eurobuddy too i’m working on it real hard
646,2022-11-16 14:36:55+00:00,3,Twitter for iPhone,being that weird reply guy this morning
647,2022-11-16 14:35:44+00:00,1,Twitter for iPhone,@nvpkp i immediately imagined being linus torvalds
648,2022-11-16 14:33:36+00:00,1,Twitter for iPhone,@thechosenberg @SamtanicPanic yes there’s creepy bad and creepy good
649,2022-11-16 14:29:33+00:00,1,Twitter for iPhone,@typecfemale i have an animal in my house. it sheds. it needs food and attention all the time. that animal is me. def not worth it
650,2022-11-16 03:41:29+00:00,6,Twitter for iPhone,would u still luv me if i used arch linux?
651,2022-11-16 03:01:55+00:00,2,Twitter for iPhone,"@panchromaticity i have 397 :)

ok ok fav distro?"
652,2022-11-15 23:47:37+00:00,1,Twitter for iPhone,@contemplatonist i dunno but i’m happy that plato gets a vote
653,2022-11-15 23:36:32+00:00,1,Twitter for iPhone,@absurdlymax @yannikyriacos can i co-host
654,2022-11-15 19:37:21+00:00,1,Twitter Web App,@typecfemale i am also sleepy a lot. i think i might be undead
655,2022-11-15 19:32:11+00:00,2,Twitter Web App,"@mimi10v3 @nascentwisp and making a rocket land backward, like waaaaaaa"
656,2022-11-15 19:13:20+00:00,3,Twitter Web App,"@absurdlymax @EzraJNewman @profoundlyyyy when i get responses like that i always wanna say ""bruh"" but i feel like i'm not allowed :|"
657,2022-11-15 19:07:43+00:00,2,Twitter Web App,@NathanpmYoung @RatOrthodox this is my play book: https://t.co/rZIREalbTd
658,2022-11-15 19:06:50+00:00,3,Twitter Web App,"@NathanpmYoung @RatOrthodox it's important to let the other person state their grievance, to acknowledge their feelings, and to at least be concerned and show concern that the other person is hurt. once i can state what happened in neutral terms and have acknowledged their feelings, then i make my own case"
659,2022-11-15 18:45:40+00:00,12,Twitter Web App,the fact that i can post things about numpy and get likes is pretty based
660,2022-11-15 18:41:07+00:00,1,Twitter Web App,@young_opsimath getsizeof just doesn't return the right results for numpy objects so i used itemsize instead
661,2022-11-15 18:36:47+00:00,1,Twitter Web App,@ConnorMcnally @mealreplacer mostly an incorrigible ideological floozy but if u point a gun to my head i'll scream bayesian
662,2022-11-15 18:34:38+00:00,2,Twitter Web App,@young_opsimath yeah for floats too! https://t.co/dhu2zjU7aJ
663,2022-11-15 18:22:03+00:00,1,Twitter Web App,@NoahTopper @mealreplacer i have and i luv that book!!
664,2022-11-15 18:06:03+00:00,4,Twitter Web App,@mealreplacer i luv probability theory. does that count?
665,2022-11-15 18:04:16+00:00,2,Twitter Web App,@panchromaticity so with ya on that one. boy is that guy gonna get it &gt;:(
666,2022-11-15 16:59:55+00:00,2,Twitter for iPhone,@AaronBergman18 https://t.co/8zl6jhYnGW
667,2022-11-15 16:28:15+00:00,3,Twitter for iPhone,"it seems like the adaptation level phenomenon and status quo bias can serve to make life more bearable, but i don’t care about life being bearable i want immortality, nanobot brain cells, and tentacles"
668,2022-11-15 16:21:08+00:00,3,Twitter for iPhone,@adamrisom yeah i agree: mine seems to have put some peeps further out than they should be based on how much we interact
669,2022-11-15 16:19:39+00:00,1,Twitter for iPhone,@ai_for_humans yeah that makes sense!
670,2022-11-15 16:04:23+00:00,1,Twitter for iPhone,@ai_for_humans i don’t think getsizeof is giving all the memory that’s used: https://t.co/NKcAivyVZd
